ID,SKU,Product Name,Category,Price (TL),URL
3277,İZELTAŞ.4820210013,İZELTAŞ Yıldız Bits 50 mm Ph3,Vidalama Uçları,"50,62",https://www.nalburcuk.com/urun/izeltas-yildiz-bits-50-mm-ph3
3278,İZELTAŞ.4820210012,İZELTAŞ Yıldız Bits 50 mm Ph2,Vidalama Uçları,"50,62",https://www.nalburcuk.com/urun/izeltas-yildiz-bits-50-mm-ph2
3279,İZELTAŞ.4820210011,İZELTAŞ Yıldız Bits 50 mm Ph1,Vidalama Uçları,"50,62",https://www.nalburcuk.com/urun/izeltas-yildiz-bits-50-mm-ph1
3280,İZELTAŞ.4820210003,İZELTAŞ Yıldız Bits 25 mm Ph3,Vidalama Uçları,"28,57",https://www.nalburcuk.com/urun/izeltas-yildiz-bits-25-mm-ph3
3281,İZELTAŞ.4820210002,İZELTAŞ Yıldız Bits 25 mm Ph2,Vidalama Uçları,"28,57",https://www.nalburcuk.com/urun/izeltas-yildiz-bits-25-mm-ph2
3282,İZELTAŞ.4820210001,İZELTAŞ Yıldız Bits 25 mm Ph1,Vidalama Uçları,"28,57",https://www.nalburcuk.com/urun/izeltas-yildiz-bits-25-mm-ph1
3283,İZELTAŞ.4810001265,İZELTAŞ Düz Bits Set 25 mm 1.2x6.5,Vidalama Uçları,"239,58",https://www.nalburcuk.com/urun/izeltas-duz-bits-set-25-mm-1-2x6-5
3284,İZELTAŞ.4810000645,İZELTAŞ Düz Bits Set 25 mm 06x4.5,Vidalama Uçları,"239,58",https://www.nalburcuk.com/urun/izeltas-duz-bits-set-25-mm-06x4-5
3285,İZELTAŞ.4810000855,İZELTAŞ Düz Bits Set 25 mm 0.8x5.5,Vidalama Uçları,"239,58",https://www.nalburcuk.com/urun/izeltas-duz-bits-set-25-mm-0-8x5-5
3286,İZELTAŞ.4810205265,İZELTAŞ Düz Bits Uç 1.2x6.5 (50MM),Vidalama Uçları,"43,20",https://www.nalburcuk.com/urun/izeltas-duz-bits-uc-1-2x6-5-50mm
3287,İZELTAŞ.4810205855,İZELTAŞ Düz Bits Uç 0.8x5.5 (50MM),Vidalama Uçları,"43,20",https://www.nalburcuk.com/urun/izeltas-duz-bits-uc-0-8x5-5-50mm
3288,İZELTAŞ.4810201265,İZELTAŞ Düz Bits Uç 1.2x6.5 (25MM),Vidalama Uçları,"27,23",https://www.nalburcuk.com/urun/izeltas-duz-bits-uc-1-2x6-5-25mm
3289,İZELTAŞ.4810200855,İZELTAŞ Düz Bits Uç 0.8x5.5 (25MM),Vidalama Uçları,"27,23",https://www.nalburcuk.com/urun/izeltas-duz-bits-uc-0-8x5-5-25mm
3290,İZELTAŞ.4810205645,İZELTAŞ Düz Bits Uç 0.6x4.5 (50MM),Vidalama Uçları,"43,20",https://www.nalburcuk.com/urun/izeltas-duz-bits-uc-0-6x4-5-50mm
3291,İZELTAŞ.4810200645,İZELTAŞ Düz Bits Uç 0.6x4.5 (25MM),Vidalama Uçları,"27,23",https://www.nalburcuk.com/urun/izeltas-duz-bits-uc-0-6x4-5-25mm
3292,İZELTAŞ.4800008110,İZELTAŞ 10'lu Bits Set 25 mm,Vidalama Uçları,"295,42",https://www.nalburcuk.com/urun/izeltas-10lu-bits-set
3293,İZELTAŞ.4800008106,İZELTAŞ 6'lı Bits Set,Vidalama Uçları,"182,25",https://www.nalburcuk.com/urun/izeltas-6li-bits-set
3294,İZELTAŞ.4788196160,İZELTAŞ Manyetik Bits Tutucu Tornavida Flexible,Vidalama Uçları,"818,14",https://www.nalburcuk.com/urun/izeltas-manyetik-bits-tutucu-tornavida-flexible
3295,İZELTAŞ.4795190010,İZELTAŞ T Tipi Manyetik Bits Tutucu Tornavida,Vidalama Uçları,"418,37",https://www.nalburcuk.com/urun/izeltas-t-tipi-manyetik-bits-tutucu-tornavida
3296,İZELTAŞ.4790266360,İZELTAŞ Üniversal Bits Adaptörü (Manyetik) 60 mm,Vidalama Uçları,"188,89",https://www.nalburcuk.com/urun/izeltas-universal-bits-adaptoru-manyetik-60-mm
3297,İZELTAŞ.4785196330,İZELTAŞ Manyetik Bits Tutucu Tornavida Kısa 30 mm,Vidalama Uçları,"215,82",https://www.nalburcuk.com/urun/izeltas-manyetik-bits-tutucu-tornavida-kisa-30-mm
3298,İZELTAŞ.4780196120,İZELTAŞ 4780196120 Manyetik Bits Tutucu Tornavida Uzun 120 mm,Vidalama Uçları,"394,61",https://www.nalburcuk.com/urun/izeltas-4780196120-manyetik-bits-tutucu-tornavida-uzun-120-mm
3299,İZELTAŞ.4776180040,İZELTAŞ Delikli Torx Uçlu Tornavida Tr40,Torx Uçlu Tornavidalar,"381,55",https://www.nalburcuk.com/urun/izeltas-delikli-torx-uclu-tornavida-tr40
3300,İZELTAŞ.4776180030,İZELTAŞ Delikli Torx Uçlu Tornavida Tr30,Torx Uçlu Tornavidalar,"308,88",https://www.nalburcuk.com/urun/izeltas-delikli-torx-uclu-tornavida-tr30
3301,İZELTAŞ.4776180027,İZELTAŞ Delikli Torx Uçlu Tornavida Tr27,Torx Uçlu Tornavidalar,"290,66",https://www.nalburcuk.com/urun/izeltas-delikli-torx-uclu-tornavida-tr27
3302,İZELTAŞ.4776180025,İZELTAŞ Delikli Torx Uçlu Tornavida Tr25,Torx Uçlu Tornavidalar,"263,54",https://www.nalburcuk.com/urun/izeltas-delikli-torx-uclu-tornavida-tr25
3303,İZELTAŞ.4776180015,İZELTAŞ Delikli Torx Uçlu Tornavida Tr15,Torx Uçlu Tornavidalar,"205,13",https://www.nalburcuk.com/urun/izeltas-delikli-torx-uclu-tornavida-tr15
3304,İZELTAŞ.4776180020,İZELTAŞ Delikli Torx Uçlu Tornavida Tr20,Torx Uçlu Tornavidalar,"228,69",https://www.nalburcuk.com/urun/izeltas-delikli-torx-uclu-tornavida-tr20
3305,İZELTAŞ.4776180010,İZELTAŞ Delikli Torx Uçlu Tornavida Tr10,Torx Uçlu Tornavidalar,"205,13",https://www.nalburcuk.com/urun/izeltas-delikli-torx-uclu-tornavida-tr10
3306,İZELTAŞ.4776180009,İZELTAŞ Delikli Torx Uçlu Tornavida Tr9,Torx Uçlu Tornavidalar,"198,59",https://www.nalburcuk.com/urun/izeltas-delikli-torx-uclu-tornavida-tr9
3307,İZELTAŞ.4775180045,İZELTAŞ Torx Uçlu Tornavida T45,Torx Uçlu Tornavidalar,"321,95",https://www.nalburcuk.com/urun/izeltas-torx-uclu-tornavida-t45
3308,İZELTAŞ.4775180040,İZELTAŞ Torx Uçlu Tornavida T40,Torx Uçlu Tornavidalar,"285,12",https://www.nalburcuk.com/urun/izeltas-torx-uclu-tornavida-t40
3309,İZELTAŞ.4775180027,İZELTAŞ Torx Uçlu Tornavida T27,Torx Uçlu Tornavidalar,"215,82",https://www.nalburcuk.com/urun/izeltas-torx-uclu-tornavida-t27
3310,İZELTAŞ.4775180030,İZELTAŞ Torx Uçlu Tornavida T30,Torx Uçlu Tornavidalar,"228,69",https://www.nalburcuk.com/urun/izeltas-torx-uclu-tornavida-t30
3311,İZELTAŞ.4775180025,İZELTAŞ Torx Uçlu Tornavida T25,Torx Uçlu Tornavidalar,"196,22",https://www.nalburcuk.com/urun/izeltas-torx-uclu-tornavida-t25
3312,İZELTAŞ.4775180020,İZELTAŞ Torx Uçlu Tornavida T20,Torx Uçlu Tornavidalar,"169,09",https://www.nalburcuk.com/urun/izeltas-torx-uclu-tornavida-t20
3313,İZELTAŞ.4775180015,İZELTAŞ Torx Uçlu Tornavida T15,Torx Uçlu Tornavidalar,"152,86",https://www.nalburcuk.com/urun/izeltas-torx-uclu-tornavida-t15
3314,İZELTAŞ.4775180010,İZELTAŞ Torx Uçlu Tornavida T10,Torx Uçlu Tornavidalar,"152,86",https://www.nalburcuk.com/urun/izeltas-torx-uclu-tornavida-t10
3315,İZELTAŞ.4770008108,İZELTAŞ Lokma Uçlu Tornavida Seti 8 Parça,Lokma ve Allen Uçlu Tornavidalar,"2.927,23",https://www.nalburcuk.com/urun/izeltas-lokma-uclu-tornavida-seti-8-parca
3316,İZELTAŞ.4770190140,İZELTAŞ Lokma Uçlu Tornavida 14 mm,Lokma ve Allen Uçlu Tornavidalar,"495,40",https://www.nalburcuk.com/urun/izeltas-lokma-uclu-tornavida-14-mm
3317,İZELTAŞ.4770190130,İZELTAŞ 4770190130 Lokma Uçlu Tornavida 13 mm,Lokma ve Allen Uçlu Tornavidalar,"447,68",https://www.nalburcuk.com/urun/izeltas-4770190130-lokma-uclu-tornavida-13-mm
3318,İZELTAŞ.4770190120,İZELTAŞ Lokma Uçlu Tornavida 12 mm,Lokma ve Allen Uçlu Tornavidalar,"416,39",https://www.nalburcuk.com/urun/izeltas-lokma-uclu-tornavida-12-mm
3319,İZELTAŞ.4770190110,İZELTAŞ Lokma Uçlu Tornavida 11 mm,Lokma ve Allen Uçlu Tornavidalar,"388,08",https://www.nalburcuk.com/urun/izeltas-lokma-uclu-tornavida-11-mm
3320,İZELTAŞ.4770190100,İZELTAŞ Lokma Uçlu Tornavida 10 mm,Lokma ve Allen Uçlu Tornavidalar,"354,42",https://www.nalburcuk.com/urun/izeltas-lokma-uclu-tornavida-10-mm
3321,İZELTAŞ.4770190090,İZELTAŞ 4770190090 Lokma Uçlu Tornavida 9 mm,Lokma ve Allen Uçlu Tornavidalar,"354,42",https://www.nalburcuk.com/urun/izeltas-4770190090-lokma-uclu-tornavida-9-mm
3322,İZELTAŞ.4770190080,İZELTAŞ 4770190080 Lokma Uçlu Tornavida 8 mm,Lokma ve Allen Uçlu Tornavidalar,"329,67",https://www.nalburcuk.com/urun/izeltas-4770190080-lokma-uclu-tornavida-8-mm
3323,İZELTAŞ.4770190070,İZELTAŞ Lokma Uçlu Tornavida 7 mm,Lokma ve Allen Uçlu Tornavidalar,"329,67",https://www.nalburcuk.com/urun/izeltas-lokma-uclu-tornavida-7-mm
3324,İZELTAŞ.4770190060,İZELTAŞ Lokma Uçlu Tornavida 6 mm,Lokma ve Allen Uçlu Tornavidalar,"306,90",https://www.nalburcuk.com/urun/izeltas-lokma-uclu-tornavida-6-mm
3325,İZELTAŞ.4770190055,İZELTAŞ Lokma Uçlu Tornavida 5.5 mm,Lokma ve Allen Uçlu Tornavidalar,"306,90",https://www.nalburcuk.com/urun/izeltas-lokma-uclu-tornavida-5-5-mm
3326,İZELTAŞ.4770190050,İZELTAŞ Lokma Uçlu Tornavida 5 mm,Lokma ve Allen Uçlu Tornavidalar,"306,90",https://www.nalburcuk.com/urun/izeltas-lokma-uclu-tornavida-5-mm
3327,İZELTAŞ.4770190040,İZELTAŞ Lokma Uçlu Tornavida 4 mm,Lokma ve Allen Uçlu Tornavidalar,"306,90",https://www.nalburcuk.com/urun/izeltas-lokma-uclu-tornavida-4-mm
3328,İZELTAŞ.4500008106,İZELTAŞ 4500008106 Elektronikçi Tip Klemens Tornavida Seti 6 Parça,Tornavida Takımları,"868,03",https://www.nalburcuk.com/urun/izeltas-4500008106-elektronikci-tip-klemens-tornavida-seti-6-parca
3329,İZELTAŞ.4520184150,İZELTAŞ Elektronikçi Tip (Klemens) Yıldız Uçlu Tornavida 4x150,Yıldız Uçlu Tornavidalar,"212,45",https://www.nalburcuk.com/urun/izeltas-elektronikci-tip-klemens-yildiz-uclu-tornavida-4x150
3330,İZELTAŞ.4520180480,İZELTAŞ Elektronikçi Tip (Klemens) Yıldız Uçlu Tornavida 4x80,Yıldız Uçlu Tornavidalar,"159,39",https://www.nalburcuk.com/urun/izeltas-elektronikci-tip-klemens-yildiz-uclu-tornavida-4x80
3331,İZELTAŞ.4520180360,İZELTAŞ Elektronikçi Tip (Klemens) Yıldız Uçlu Tornavida 3x60,Yıldız Uçlu Tornavidalar,"111,87",https://www.nalburcuk.com/urun/izeltas-elektronikci-tip-klemens-yildiz-uclu-tornavida-3x60
3332,İZELTAŞ.4500174150,İZELTAŞ Elektronikçi Tip (Klemens) Düz Uçlu Tornavida 4x150,Düz Uçlu Tornavidalar,"193,05",https://www.nalburcuk.com/urun/izeltas-elektronikci-tip-klemens-duz-uclu-tornavida-4x150
3333,İZELTAŞ.4500174125,İZELTAŞ Elektronikçi Tip (Klemens) Düz Uçlu Tornavida 4x125,Düz Uçlu Tornavidalar,"178,00",https://www.nalburcuk.com/urun/izeltas-elektronikci-tip-klemens-duz-uclu-tornavida-4x125
3334,İZELTAŞ.4500174100,İZELTAŞ Elektronikçi Tip (Klemens) Düz Uçlu Tornavida 4x100,Düz Uçlu Tornavidalar,"132,46",https://www.nalburcuk.com/urun/izeltas-elektronikci-tip-klemens-duz-uclu-tornavida-4x100
3335,İZELTAŞ.4500173510,İZELTAŞ Elektronikçi Tip (Klemens) Düz Uçlu Tornavida 3.5x100,Düz Uçlu Tornavidalar,"132,46",https://www.nalburcuk.com/urun/izeltas-elektronikci-tip-klemens-duz-uclu-tornavida-3-5x100
3336,İZELTAŞ.4500170480,İZELTAŞ Elektronikçi Tip (Klemens) Düz Uçlu Tornavida 4x80,Düz Uçlu Tornavidalar,"108,50",https://www.nalburcuk.com/urun/izeltas-elektronikci-tip-klemens-duz-uclu-tornavida-4x80
3337,İZELTAŞ.4500173125,İZELTAŞ Elektronikçi Tip (Klemens) Düz Uçlu Tornavida 3x125,Düz Uçlu Tornavidalar,"169,09",https://www.nalburcuk.com/urun/izeltas-elektronikci-tip-klemens-duz-uclu-tornavida-3x125
3338,İZELTAŞ.4500170380,İZELTAŞ Elektronikçi Tip (Klemens) Düz Uçlu Tornavida 3x80,Düz Uçlu Tornavidalar,"105,34",https://www.nalburcuk.com/urun/izeltas-elektronikci-tip-klemens-duz-uclu-tornavida-3x80
3339,İZELTAŞ.4500173100,İZELTAŞ Elektronikçi Tip (Klemens) Düz Uçlu Tornavida 3x100,Düz Uçlu Tornavidalar,"129,29",https://www.nalburcuk.com/urun/izeltas-elektronikci-tip-klemens-duz-uclu-tornavida-3x100
3340,İZELTAŞ.4500172580,İZELTAŞ Elektronikçi Tip (Klemens) Düz Uçlu Tornavida 2.5x80,Düz Uçlu Tornavidalar,"99,79",https://www.nalburcuk.com/urun/izeltas-elektronikci-tip-klemens-duz-uclu-tornavida-2-5x80
3341,İZELTAŞ.4890177125,İZELTAŞ Z Tipi Tornavida 7x125,Tornavida Takımları,"66,58",https://www.nalburcuk.com/urun/izeltas-z-tipi-tornavida-7x125
3342,İZELTAŞ.4500172560,İZELTAŞ Elektronikçi Tip (Klemens) Düz Uçlu Tornavida 2.5x60,Düz Uçlu Tornavidalar,"94,45",https://www.nalburcuk.com/urun/izeltas-elektronikci-tip-klemens-duz-uclu-tornavida-2-5x60
3343,İZELTAŞ.4240007102,İZELTAŞ Değişken Uçlu Tornavida Takımı,Değişken Uçlu Tornavidalar,"364,12",https://www.nalburcuk.com/urun/izeltas-degisken-uclu-tornavida-takimi
3344,İZELTAŞ.4240170680,İZELTAŞ Değişken Uçlu Tornavida 6x80,Değişken Uçlu Tornavidalar,"212,45",https://www.nalburcuk.com/urun/izeltas-degisken-uclu-tornavida-6x80
3345,İZELTAŞ.4121186100,İZELTAŞ Süngüsü İzoleli Yıldız Uçlu Tornavida 6x100,Yıldız Uçlu Tornavidalar,"219,49",https://www.nalburcuk.com/urun/izeltas-sungusu-izoleli-yildiz-uclu-tornavida-6x100
3346,İZELTAŞ.4121184580,İZELTAŞ Süngüsü İzoleli Yıldız Uçlu Tornavida 4.5x80,Yıldız Uçlu Tornavidalar,"180,58",https://www.nalburcuk.com/urun/izeltas-sungusu-izoleli-yildiz-uclu-tornavida-4-5x80
3347,İZELTAŞ.4121180360,İZELTAŞ Süngüsü İzoleli Yıldız Uçlu Tornavida 3x60,Yıldız Uçlu Tornavidalar,"135,16",https://www.nalburcuk.com/urun/izeltas-sungusu-izoleli-yildiz-uclu-tornavida-3x60
3348,İZELTAŞ.4101176515,İZELTAŞ Süngüsü İzoleli Düz Uçlu Tornavida 6.5x150,Düz Uçlu Tornavidalar,"216,79",https://www.nalburcuk.com/urun/izeltas-sungusu-izoleli-duz-uclu-tornavida-6-5x150
3349,İZELTAŞ.4101172575,İZELTAŞ Süngüsü İzoleli Düz Uçlu Tornavida 2.5x75,Düz Uçlu Tornavidalar,"114,12",https://www.nalburcuk.com/urun/izeltas-sungusu-izoleli-duz-uclu-tornavida-2-5x75
3350,İZELTAŞ.4550170190,İzeltaş 4550170190 Elektrik Kontrol Kalemi 190 mm,Kontrol Kalemleri,"159,39",https://www.nalburcuk.com/urun/izeltas-elektrik-kontrol-kalemi-190-mm
3351,İZELTAŞ.4550170135,İZELTAŞ Elektrik Kontrol Kalemi 135 mm,Kontrol Kalemleri,"124,74",https://www.nalburcuk.com/urun/izeltas-elektrik-kontrol-kalemi-135-mm
3352,İZELTAŞ.4370188150,İZELTAŞ Ergonomik Seri Yıldız Uçlu Tornavida 8x150,Yıldız Uçlu Tornavidalar,"396,25",https://www.nalburcuk.com/urun/izeltas-ergonomik-seri-yildiz-uclu-tornavida-8x150
3353,İZELTAŞ.4370186100,İZELTAŞ Ergonomik Seri Yıldız Uçlu Tornavida 6x100,Yıldız Uçlu Tornavidalar,"210,43",https://www.nalburcuk.com/urun/izeltas-ergonomik-seri-yildiz-uclu-tornavida-6x100
3354,İZELTAŞ.4370184580,İZELTAŞ Ergonomik Seri Yıldız Uçlu Tornavida 4.5x80,Yıldız Uçlu Tornavidalar,"173,43",https://www.nalburcuk.com/urun/izeltas-ergonomik-seri-yildiz-uclu-tornavida-4-5x80
3355,İZELTAŞ.4370180360,İZELTAŞ Ergonomik Seri Yıldız Uçlu Tornavida 3x60,Yıldız Uçlu Tornavidalar,"121,60",https://www.nalburcuk.com/urun/izeltas-ergonomik-seri-yildiz-uclu-tornavida-3x60
3356,İZELTAŞ.4350178175,İZELTAŞ Ergonomik Seri Düz Uçlu Tornavida 8x175,Düz Uçlu Tornavidalar,"303,45",https://www.nalburcuk.com/urun/izeltas-ergonomik-seri-duz-uclu-tornavida-8x175
3357,İZELTAŞ.4350179200,İZELTAŞ Ergonomik Seri Düz Uçlu Tornavida 9x200,Düz Uçlu Tornavidalar,"387,01",https://www.nalburcuk.com/urun/izeltas-ergonomik-seri-duz-uclu-tornavida-9x200
3358,İZELTAŞ.4350177150,İZELTAŞ Ergonomik Seri Düz Uçlu Tornavida 7x150,Düz Uçlu Tornavidalar,"250,26",https://www.nalburcuk.com/urun/izeltas-ergonomik-seri-duz-uclu-tornavida-7x150
3359,İZELTAŞ.4350177125,İZELTAŞ Ergonomik Seri Düz Uçlu Tornavida 7x125,Düz Uçlu Tornavidalar,"217,76",https://www.nalburcuk.com/urun/izeltas-ergonomik-seri-duz-uclu-tornavida-7x125
3360,İZELTAŞ.4350176150,İZELTAŞ Ergonomik Seri Düz Uçlu Tornavida 6x150,Düz Uçlu Tornavidalar,"213,63",https://www.nalburcuk.com/urun/izeltas-ergonomik-seri-duz-uclu-tornavida-6x150
3361,İZELTAŞ.4350176125,İZELTAŞ Ergonomik Seri Düz Uçlu Tornavida 6x125,Düz Uçlu Tornavidalar,"194,85",https://www.nalburcuk.com/urun/izeltas-ergonomik-seri-duz-uclu-tornavida-6x125
3362,İZELTAŞ.4350176100,İZELTAŞ Ergonomik Seri Düz Uçlu Tornavida 6x100,Düz Uçlu Tornavidalar,"170,05",https://www.nalburcuk.com/urun/izeltas-ergonomik-seri-duz-uclu-tornavida-6x100
3363,İZELTAŞ.4350175125,İZELTAŞ Ergonomik Seri Düz Uçlu Tornavida 5x125,Düz Uçlu Tornavidalar,"189,60",https://www.nalburcuk.com/urun/izeltas-ergonomik-seri-duz-uclu-tornavida-5x125
3364,İZELTAŞ.4350175100,İZELTAŞ Ergonomik Seri Düz Uçlu Tornavida 5x100,Düz Uçlu Tornavidalar,"164,24",https://www.nalburcuk.com/urun/izeltas-ergonomik-seri-duz-uclu-tornavida-5x100
3365,İZELTAŞ.4350174100,İZELTAŞ Ergonomik Seri Düz Uçlu Tornavida 4x100,Düz Uçlu Tornavidalar,"142,80",https://www.nalburcuk.com/urun/izeltas-ergonomik-seri-duz-uclu-tornavida-4x100
3366,İZELTAŞ.4350170480,İZELTAŞ Ergonomik Seri Düz Uçlu Tornavida 4x80,Düz Uçlu Tornavidalar,"125,36",https://www.nalburcuk.com/urun/izeltas-ergonomik-seri-duz-uclu-tornavida-4x80
3367,İZELTAŞ.4350170380,İZELTAŞ Ergonomik Seri Düz Uçlu Tornavida 3x80,Düz Uçlu Tornavidalar,"119,53",https://www.nalburcuk.com/urun/izeltas-ergonomik-seri-duz-uclu-tornavida-3x80
3368,İZELTAŞ.4325188150,İZELTAŞ Opak Seri Pozidriv Yıldız Uçlu Tornavida 8x150,Yıldız Uçlu Tornavidalar,"384,71",https://www.nalburcuk.com/urun/izeltas-rod-seri-pozidriv-yildiz-uclu-tornavida-8x150
3369,İZELTAŞ.4325186100,İZELTAŞ Opak Seri Pozidriv Yıldız Uçlu Tornavida 6x100,Yıldız Uçlu Tornavidalar,"202,75",https://www.nalburcuk.com/urun/izeltas-rod-seri-pozidriv-yildiz-uclu-tornavida-6x100
3370,İZELTAŞ.4325184580,İZELTAŞ Opak Seri Pozidriv Yıldız Uçlu Tornavida 4.5x80,Yıldız Uçlu Tornavidalar,"169,09",https://www.nalburcuk.com/urun/izeltas-rod-seri-pozidriv-yildiz-uclu-tornavida-4-5x80
3371,İZELTAŞ.4325180360,İZELTAŞ Opak Seri Pozidriv Yıldız Uçlu Tornavida 3x60,Yıldız Uçlu Tornavidalar,"118,40",https://www.nalburcuk.com/urun/izeltas-rod-seri-pozidriv-yildiz-uclu-tornavida-3x60
3372,İZELTAŞ.4300008107,İZELTAŞ Opak Seri Tornavida Seti 7 Parça,Tornavida Takımları,"1.016,33",https://www.nalburcuk.com/urun/izeltas-rod-seri-tornavida-seti-7-parca
3373,İZELTAŞ.4320188150,İZELTAŞ Opak Seri Yıldız Uçlu Tornavida 8x150,Yıldız Uçlu Tornavidalar,"350,26",https://www.nalburcuk.com/urun/izeltas-rod-seri-yildiz-uclu-tornavida-8x150
3374,İZELTAŞ.4320186100,İZELTAŞ Opak Seri Yıldız Uçlu Tornavida 6x100,Yıldız Uçlu Tornavidalar,"185,33",https://www.nalburcuk.com/urun/izeltas-rod-seri-yildiz-uclu-tornavida-6x100
3375,İZELTAŞ.4320184580,İZELTAŞ Opak Seri Yıldız Uçlu Tornavida 4.5x80,Yıldız Uçlu Tornavidalar,"152,86",https://www.nalburcuk.com/urun/izeltas-rod-seri-yildiz-uclu-tornavida-4-5x80
3376,İZELTAŞ.4320180360,İZELTAŞ Opak Seri Yıldız Uçlu Tornavida 3x60,Yıldız Uçlu Tornavidalar,"108,50",https://www.nalburcuk.com/urun/izeltas-rod-seri-yildiz-uclu-tornavida-3x60
3377,İZELTAŞ.4300171125,İZELTAŞ Opak Seri Düz Uçlu Tornavida 11x250,Düz Uçlu Tornavidalar,"278,06",https://www.nalburcuk.com/urun/izeltas-rod-seri-duz-uclu-tornavida-11x250
3378,İZELTAŞ.4300179200,İZELTAŞ Opak Seri Düz Uçlu Tornavida 9x200,Düz Uçlu Tornavidalar,"354,42",https://www.nalburcuk.com/urun/izeltas-rod-seri-duz-uclu-tornavida-9x200
3379,İZELTAŞ.4300178175,İZELTAŞ Opak Seri Düz Uçlu Tornavida 8x175,Düz Uçlu Tornavidalar,"268,88",https://www.nalburcuk.com/urun/izeltas-rod-seri-duz-uclu-tornavida-8x175
3380,İZELTAŞ.4300177125,İZELTAŞ Opak Seri Düz Uçlu Tornavida 7x125,Düz Uçlu Tornavidalar,"193,05",https://www.nalburcuk.com/urun/izeltas-rod-seri-duz-uclu-tornavida-7x125
3381,İZELTAŞ.4300177150,İZELTAŞ Opak Seri Düz Uçlu Tornavida 7x150,Düz Uçlu Tornavidalar,"222,16",https://www.nalburcuk.com/urun/izeltas-rod-seri-duz-uclu-tornavida-7x150
3382,İZELTAŞ.4300176150,İZELTAŞ Opak Seri Düz Uçlu Tornavida 6x150,Düz Uçlu Tornavidalar,"188,89",https://www.nalburcuk.com/urun/izeltas-rod-seri-duz-uclu-tornavida-6x150
3383,İZELTAŞ.4300176125,İZELTAŞ Opak Seri Düz Uçlu Tornavida 6x125,Düz Uçlu Tornavidalar,"172,46",https://www.nalburcuk.com/urun/izeltas-rod-seri-duz-uclu-tornavida-6x125
3384,İZELTAŞ.4300176100,İZELTAŞ Opak Seri Düz Uçlu Tornavida 6x100,Düz Uçlu Tornavidalar,"151,87",https://www.nalburcuk.com/urun/izeltas-rod-seri-duz-uclu-tornavida-6x100
3385,İZELTAŞ.4300175125,İZELTAŞ Opak Seri Düz Uçlu Tornavida 5x125,Düz Uçlu Tornavidalar,"169,09",https://www.nalburcuk.com/urun/izeltas-rod-seri-duz-uclu-tornavida-5x125
3386,İZELTAŞ.4300175100,İZELTAŞ Opak Seri Düz Uçlu Tornavida 5x100,Düz Uçlu Tornavidalar,"145,53",https://www.nalburcuk.com/urun/izeltas-rod-seri-duz-uclu-tornavida-5x100
3387,İZELTAŞ.4300174100,İZELTAŞ Opak Seri Düz Uçlu Tornavida 4x100,Düz Uçlu Tornavidalar,"120,38",https://www.nalburcuk.com/urun/izeltas-rod-seri-duz-uclu-tornavida-4x100
3388,İZELTAŞ.4130180640,İZELTAŞ Kraft Seri Yıldız Uçlu Topaç Tornavida 6x40,Yıldız Uçlu Tornavidalar,"182,16",https://www.nalburcuk.com/urun/izeltas-kraft-seri-yildiz-uclu-topac-tornavida-6x40
3389,İZELTAŞ.4300170480,İZELTAŞ Opak Seri Düz Uçlu Tornavida 4x80,Düz Uçlu Tornavidalar,"102,17",https://www.nalburcuk.com/urun/izeltas-rod-seri-duz-uclu-tornavida-4x80
3390,İZELTAŞ.4300170380,İZELTAŞ Opak Seri Düz Uçlu Tornavida 3x80,Düz Uçlu Tornavidalar,"97,61",https://www.nalburcuk.com/urun/izeltas-rod-seri-duz-uclu-tornavida-3x80
3391,İZELTAŞ.4130180625,İZELTAŞ Kraft Seri Yıldız Uçlu Topaç Tornavida 6x25,Yıldız Uçlu Tornavidalar,"134,64",https://www.nalburcuk.com/urun/izeltas-kraft-seri-yildiz-uclu-topac-tornavida-6x25
3392,İZELTAŞ.4130184525,İZELTAŞ Kraft Seri Yıldız Uçlu Topaç Tornavida 4.5x25,Yıldız Uçlu Tornavidalar,"129,29",https://www.nalburcuk.com/urun/izeltas-kraft-seri-yildiz-uclu-topac-tornavida-4-5x25
3393,İZELTAŞ.4130184540,İZELTAŞ Kraft Seri Yıldız Uçlu Topaç Tornavida 4.5x40,Yıldız Uçlu Tornavidalar,"161,77",https://www.nalburcuk.com/urun/izeltas-kraft-seri-yildiz-uclu-topac-tornavida-4-5x40
3394,İZELTAŞ.4110176540,İZELTAŞ Kraft Seri Düz Uçlu Topaç Tornavida 6.5x40,Düz Uçlu Tornavidalar,"184,34",https://www.nalburcuk.com/urun/izeltas-kraft-seri-duz-uclu-topac-tornavida-6-5x40
3395,İZELTAŞ.4110175540,İZELTAŞ Kraft Seri Düz Uçlu Topaç Tornavida 5.5x40,Düz Uçlu Tornavidalar,"162,56",https://www.nalburcuk.com/urun/izeltas-kraft-seri-duz-uclu-topac-tornavida-5-5x40
3396,İZELTAŞ.4110176525,İZELTAŞ Kraft Seri Düz Uçlu Topaç Tornavida 6.5x25,Düz Uçlu Tornavidalar,"134,64",https://www.nalburcuk.com/urun/izeltas-kraft-seri-duz-uclu-topac-tornavida-6-5x25
3397,İZELTAŞ.4110175525,İZELTAŞ Kraft Seri Düz Uçlu Topaç Tornavida 5.5x25,Düz Uçlu Tornavidalar,"120,38",https://www.nalburcuk.com/urun/izeltas-kraft-seri-duz-uclu-topac-tornavida-5-5x25
