Unnamed: 0,District,Rooms,Price,PriceInt
8875,Bayraklı,2+1,28.000 TL,28000
8876,Çiğli,1+1,29.000 TL,29000
8877,Karşıyaka,2+1,28.000 TL,28000
8878,Bornova,1+1,28.000 TL,28000
8879,Karşıyaka,2+1,29.000 TL,29000
8880,Seferihisar,2+1,29.000 TL,29000
8881,Balçova,2+1,29.000 TL,29000
8882,Buca,3+1,28.000 TL,28000
8883,Karşıyaka,2+1,28.500 TL,28500
8884,Karabağlar,3+1,28.000 TL,28000
8885,Tire,3+1,28.000 TL,28000
8886,Bayraklı,3+1,28.000 TL,28000
8887,Karşıyaka,1+1,29.000 TL,29000
8888,Seferihisar,3+1,28.000 TL,28000
8889,Buca,3+1,28.000 TL,28000
8890,Buca,2+1,28.000 TL,28000
8891,Buca,3+1,28.000 TL,28000
8892,Bornova,3+1,28.000 TL,28000
8893,Karabağlar,2+1,28.000 TL,28000
8894,Çiğli,1+1,29.000 TL,29000
8895,Buca,1+1,29.000 TL,29000
8896,Bayraklı,3+1,29.000 TL,29000
8897,Ödemiş,4+1,29.000 TL,29000
8898,Bayraklı,3+1,28.000 TL,28000
8899,Torbalı,2+1,28.500 TL,28500
8900,Buca,1+1,28.500 TL,28500
8901,Ödemiş,3+1,29.000 TL,29000
8902,Çiğli,1+1,28.000 TL,28000
8903,Buca,1+1,29.000 TL,29000
8904,Karabağlar,3+1,28.000 TL,28000
8905,Karabağlar,3+1,28.000 TL,28000
8906,Aliağa,3+1,28.000 TL,28000
8907,Menemen,3+1,29.000 TL,29000
8908,Menemen,2+1,28.500 TL,28500
8909,Karabağlar,2+1,29.000 TL,29000
8910,Karşıyaka,1+1,29.000 TL,29000
8911,Buca,2+1,28.000 TL,28000
8912,Bayraklı,3+1,29.000 TL,29000
8913,Gaziemir,3+1,28.000 TL,28000
8914,Foça,2+1,28.000 TL,28000
8915,Balçova,Stüdyo (1+0),28.500 TL,28500
8916,Bornova,1+1,28.000 TL,28000
8917,Bayraklı,3+1,29.000 TL,29000
8918,Karabağlar,2+1,28.000 TL,28000
8919,Karabağlar,2+1,28.000 TL,28000
8920,Foça,2+1,29.000 TL,29000
8921,Torbalı,3+1,28.000 TL,28000
8922,Bayraklı,3+1,29.000 TL,29000
8923,Torbalı,3+1,28.000 TL,28000
8924,Buca,2+1,28.000 TL,28000
8925,Bayraklı,3+1,28.500 TL,28500
8926,Buca,2+1,29.000 TL,29000
8927,Karşıyaka,2+1,28.500 TL,28500
8928,Menderes,2+1,28.500 TL,28500
8929,Menemen,2+1,29.000 TL,29000
8930,Tire,3+1,29.000 TL,29000
8931,Buca,2+1,28.000 TL,28000
8932,Bayraklı,3+1,28.000 TL,28000
8933,Bornova,2+1,29.000 TL,29000
8934,Urla,1+1,28.000 TL,28000
8935,Buca,3+1,29.000 TL,29000
8936,Karşıyaka,2+1,28.500 TL,28500
8937,Torbalı,3+1,28.000 TL,28000
8938,Aliağa,3+1,28.000 TL,28000
8939,Buca,3+1,28.000 TL,28000
8940,Bayraklı,3+1,28.000 TL,28000
8941,Bornova,1+1,28.000 TL,28000
8942,Bornova,1+1,28.000 TL,28000
8943,Çiğli,1+1,28.000 TL,28000
8944,Menemen,2+1,28.000 TL,28000
8945,Bornova,1+1,28.000 TL,28000
8946,Karabağlar,3+1,28.500 TL,28500
8947,Karşıyaka,2+1,29.000 TL,29000
8948,Bornova,2+1,28.500 TL,28500
8949,Buca,3+1,28.000 TL,28000
8950,Karşıyaka,2+1,28.000 TL,28000
8951,Urla,1+1,28.000 TL,28000
8952,Konak,1+1,28.000 TL,28000
8953,Buca,3+1,28.000 TL,28000
8954,Karabağlar,3+1,29.000 TL,29000
8955,Konak,2+1,28.000 TL,28000
8956,Torbalı,2+1,28.000 TL,28000
8957,Torbalı,2+1,28.500 TL,28500
8958,Çiğli,2+1,28.000 TL,28000
8959,Karşıyaka,3+1,28.000 TL,28000
8960,Bornova,2+1,28.000 TL,28000
8961,Buca,2+1,29.000 TL,29000
8962,Balçova,1+1,29.000 TL,29000
8963,Karabağlar,3+1,28.000 TL,28000
8964,Konak,2+1,28.000 TL,28000
8965,Urla,1+1,28.000 TL,28000
8966,Konak,1+1,28.000 TL,28000
8967,Konak,1+1,29.000 TL,29000
8968,Karabağlar,3+1,28.500 TL,28500
8969,Kemalpaşa,2+1,28.000 TL,28000
8970,Buca,3+1,29.000 TL,29000
8971,Buca,3+1,28.000 TL,28000
8972,Karşıyaka,3+1,29.000 TL,29000
8973,Bornova,3+1,29.000 TL,29000
8974,Kemalpaşa,3+1,28.000 TL,28000
8975,Karşıyaka,3+1,28.000 TL,28000
8976,Menemen,1+1,28.000 TL,28000
8977,Karşıyaka,2+1,28.000 TL,28000
8978,Karşıyaka,1+1,29.000 TL,29000
8979,Karşıyaka,3+1,29.000 TL,29000
8980,Konak,2+1,29.000 TL,29000
8981,Bornova,1+1,28.500 TL,28500
8982,Bayraklı,3+1,28.000 TL,28000
8983,Menemen,3+1,29.000 TL,29000
8984,Bornova,2+1,28.000 TL,28000
8985,Gaziemir,1+1,28.500 TL,28500
8986,Menderes,2+1,28.000 TL,28000
8987,Bornova,1+1,28.500 TL,28500
8988,Konak,1+1,28.500 TL,28500
8989,Çiğli,1+1,28.000 TL,28000
8990,Bornova,2+1,28.000 TL,28000
8991,Kemalpaşa,3+1,28.000 TL,28000
8992,Karabağlar,4+1,28.500 TL,28500
8993,Karabağlar,3+1,28.500 TL,28500
8994,Karşıyaka,3+1,29.000 TL,29000
8995,Bayraklı,2+1,28.000 TL,28000
8996,Bayraklı,3+1,29.000 TL,29000
8997,Menderes,2+1,28.000 TL,28000
8998,Aliağa,1+1,28.000 TL,28000
8999,Bornova,3+1,28.000 TL,28000
9000,Bornova,3+1,28.000 TL,28000
9001,Dikili,2+1,28.000 TL,28000
9002,Balçova,2+1,29.000 TL,29000
9003,Karşıyaka,2+1,28.000 TL,28000
9004,Konak,2+1,28.000 TL,28000
9005,Karşıyaka,3+1,28.500 TL,28500
9006,Bornova,3+1,28.500 TL,28500
9007,Buca,3+1,28.000 TL,28000
9008,Aliağa,2+1,28.000 TL,28000
9009,Karşıyaka,1+1,28.000 TL,28000
9010,Bergama,2+1,28.000 TL,28000
9011,Tire,1+1,28.000 TL,28000
9012,Torbalı,3+1,28.000 TL,28000
9013,Bornova,3+1,28.000 TL,28000
9014,Torbalı,3+1,28.000 TL,28000
9015,Bergama,3+1,28.000 TL,28000
9016,Bornova,1+1,28.000 TL,28000
9017,Bornova,3+1,29.000 TL,29000
9018,Menemen,2+1,29.000 TL,29000
9019,Çeşme,2+1,28.000 TL,28000
9020,Torbalı,3+1,28.500 TL,28500
9021,Karabağlar,2+1,28.000 TL,28000
9022,Karşıyaka,1+1,28.000 TL,28000
9023,Karabağlar,3+1,28.000 TL,28000
9024,Konak,2+1,28.500 TL,28500
9025,Karabağlar,3+1,28.000 TL,28000
9026,Seferihisar,3+1,29.000 TL,29000
9027,Menderes,2+1,29.000 TL,29000
9028,Foça,1+1,28.000 TL,28000
9029,Bergama,2+1,29.000 TL,29000
9030,Bornova,3+1,28.500 TL,28500
9031,Karşıyaka,1+1,29.000 TL,29000
9032,Foça,2+1,29.000 TL,29000
9033,Torbalı,2+1,29.000 TL,29000
9034,Bornova,3+1,28.000 TL,28000
9035,Aliağa,3+1,29.000 TL,29000
9036,Karşıyaka,1+1,28.000 TL,28000
9037,Bayraklı,3+1,28.000 TL,28000
9038,Seferihisar,3+1,28.000 TL,28000
9039,Karşıyaka,2+1,28.300 TL,28300
9040,Aliağa,3+1,28.500 TL,28500
9041,Menemen,2+1,28.000 TL,28000
9042,Seferihisar,2+1,29.000 TL,29000
9043,Bornova,1+1,28.000 TL,28000
9044,Buca,1+1,29.000 TL,29000
9045,Kemalpaşa,2+1,28.000 TL,28000
9046,Karşıyaka,3+1,28.000 TL,28000
9047,Bayraklı,3+1,28.000 TL,28000
9048,Gaziemir,1+1,29.000 TL,29000
9049,Karşıyaka,2+1,29.000 TL,29000
9050,Bergama,2+1,28.000 TL,28000
9051,Balçova,1+1,29.000 TL,29000
9052,Buca,1+1,28.000 TL,28000
9053,Karşıyaka,2+1,29.000 TL,29000
9054,Bornova,2+1,28.500 TL,28500
9055,Buca,2+1,28.000 TL,28000
9056,Buca,3+1,28.499 TL,28499
9057,Menemen,2+1,29.000 TL,29000
9058,Gaziemir,2+1,28.500 TL,28500
9059,Konak,2+1,28.000 TL,28000
9060,Çiğli,2+1,29.000 TL,29000
9061,Menderes,2+1,28.000 TL,28000
9062,Karşıyaka,3+1,28.000 TL,28000
9063,Çiğli,2+1,28.000 TL,28000
9064,Seferihisar,1+1,28.000 TL,28000
9065,Aliağa,2+1,28.100 TL,28100
9066,Karabağlar,2+1,28.000 TL,28000
9067,Bayraklı,3+1,28.000 TL,28000
9068,Buca,3+1,29.000 TL,29000
9069,Bayraklı,3+1,28.000 TL,28000
9070,Bergama,3+1,28.000 TL,28000
9071,Bornova,2+1,28.000 TL,28000
9072,Bornova,1+1,28.500 TL,28500
9073,Bornova,1+1,29.000 TL,29000
9074,Karabağlar,3+1,28.000 TL,28000
9075,Çiğli,3+1,29.000 TL,29000
9076,Bayraklı,2+1,28.000 TL,28000
9077,Bornova,2+1,28.500 TL,28500
9078,Menemen,2+1,29.000 TL,29000
9079,Bornova,2+1,28.000 TL,28000
9080,Aliağa,2+1,28.000 TL,28000
9081,Aliağa,2+1,28.000 TL,28000
9082,Menemen,3+1,29.000 TL,29000
9083,Buca,3+1,29.000 TL,29000
9084,Bornova,2+1,28.000 TL,28000
9085,Buca,3+1,29.000 TL,29000
9086,Karabağlar,3+1,28.000 TL,28000
9087,Menderes,2+1,28.000 TL,28000
9088,Karşıyaka,3+1,29.000 TL,29000
9089,Buca,2+1,28.000 TL,28000
9090,Menderes,3+1,28.000 TL,28000
9091,Menemen,3+1,29.000 TL,29000
9092,Gaziemir,3+1,28.000 TL,28000
9093,Foça,2+1,29.000 TL,29000
9094,Menemen,2+1,28.000 TL,28000
9095,Bornova,2+1,28.000 TL,28000
9096,Çiğli,2+1,29.000 TL,29000
9097,Menemen,3+1,28.000 TL,28000
9098,Çiğli,2+1,28.000 TL,28000
9099,Karşıyaka,2+1,28.000 TL,28000
9100,Karşıyaka,3+1,28.000 TL,28000
9101,Torbalı,3+1,28.000 TL,28000
9102,Konak,2+1,28.000 TL,28000
9103,Ödemiş,4.5+1,28.000 TL,28000
9104,Karabağlar,2+1,28.000 TL,28000
9105,Konak,1+1,28.000 TL,28000
9106,Konak,2+1,29.000 TL,29000
9107,Dikili,2+1,28.000 TL,28000
9108,Menemen,3+1,29.000 TL,29000
9109,Bornova,Stüdyo (1+0),28.000 TL,28000
9110,Çeşme,1+1,28.000 TL,28000
9111,Bornova,3+1,28.000 TL,28000
9112,Karşıyaka,3+1,29.000 TL,29000
9113,Bayraklı,2+1,29.000 TL,29000
9114,Menderes,3+1,28.500 TL,28500
9115,Torbalı,2+1,28.500 TL,28500
9116,Bornova,2+1,28.500 TL,28500
9117,Karşıyaka,1+1,29.000 TL,29000
9118,Bornova,2+1,28.250 TL,28250
9119,Gaziemir,1+1,29.000 TL,29000
9120,Gaziemir,3+1,29.000 TL,29000
9121,Çiğli,1+1,29.000 TL,29000
9122,Çiğli,2+1,29.000 TL,29000
9123,Bornova,3+1,28.000 TL,28000
9124,Karşıyaka,2+1,29.000 TL,29000
9125,Menderes,3+1,28.500 TL,28500
9126,Seferihisar,2+1,28.000 TL,28000
9127,Buca,3+1,28.500 TL,28500
9128,Buca,2+1,29.000 TL,29000
9129,Bornova,Stüdyo (1+0),28.000 TL,28000
9130,Buca,3+1,28.000 TL,28000
9131,Bornova,3+1,29.000 TL,29000
9132,Buca,3+1,28.000 TL,28000
9133,Aliağa,3+1,29.000 TL,29000
9134,Urla,1+1,29.000 TL,29000
9135,Aliağa,2+1,29.000 TL,29000
9136,Ödemiş,3+1,28.000 TL,28000
9137,Buca,3+1,29.000 TL,29000
9138,Bornova,3+1,28.000 TL,28000
9139,Çiğli,3+1,28.000 TL,28000
9140,Karşıyaka,1+1,29.000 TL,29000
9141,Buca,1+1,28.500 TL,28500
9142,Karabağlar,3+1,28.500 TL,28500
9143,Karşıyaka,3+1,29.000 TL,29000
9144,Buca,2+1,28.000 TL,28000
9145,Karşıyaka,2+1,28.000 TL,28000
9146,Buca,2+1,28.500 TL,28500
9147,Konak,3+1,29.000 TL,29000
9148,Karşıyaka,3+1,28.000 TL,28000
9149,Aliağa,1+1,28.000 TL,28000
9150,Urla,1+1,29.000 TL,29000
9151,Bornova,3+1,28.000 TL,28000
9152,Çiğli,3+1,28.000 TL,28000
9153,Balçova,2+1,29.000 TL,29000
9154,Çiğli,1+1,28.000 TL,28000
9155,Aliağa,2+1,28.000 TL,28000
9156,Karşıyaka,2+1,28.000 TL,28000
9157,Menemen,2+1,28.000 TL,28000
9158,Karşıyaka,1+1,29.000 TL,29000
9159,Konak,1+1,28.500 TL,28500
9160,Karşıyaka,3+1,28.000 TL,28000
9161,Bornova,1+1,28.500 TL,28500
9162,Buca,2+1,28.000 TL,28000
9163,Konak,2+1,29.000 TL,29000
9164,Bornova,3+1,28.000 TL,28000
9165,Bayraklı,2+1,28.000 TL,28000
9166,Seferihisar,2+1,29.000 TL,29000
9167,Buca,3+1,29.000 TL,29000
9168,Buca,3+1,28.000 TL,28000
9169,Balçova,2+1,28.000 TL,28000
9170,Ödemiş,3+1,28.000 TL,28000
9171,Çiğli,1+1,29.000 TL,29000
9172,Çiğli,2+1,29.000 TL,29000
9173,Karşıyaka,3+1,28.000 TL,28000
9174,Buca,2+1,28.000 TL,28000
9175,Çiğli,3+1,29.000 TL,29000
9176,Karşıyaka,2+1,28.000 TL,28000
9177,Menemen,2+1,29.000 TL,29000
9178,Menemen,2+1,29.000 TL,29000
9179,Buca,3+1,28.000 TL,28000
9180,Çiğli,3+1,28.000 TL,28000
9181,Bornova,1+1,28.500 TL,28500
9182,Bornova,3+1,28.000 TL,28000
9183,Çiğli,3+1,28.000 TL,28000
9184,Buca,3+1,28.000 TL,28000
9185,Çiğli,2+1,28.000 TL,28000
9186,Karşıyaka,2+1,28.000 TL,28000
9187,Karabağlar,2+1,28.000 TL,28000
9188,Bayraklı,3+1,29.000 TL,29000
9189,Buca,1+1,28.000 TL,28000
9190,Menemen,2+1,28.000 TL,28000
9191,Karşıyaka,1+1,28.000 TL,28000
9192,Karabağlar,2+1,28.000 TL,28000
9193,Bornova,2+1,28.000 TL,28000
9194,Bornova,2+1,28.000 TL,28000
9195,Seferihisar,4+1,28.000 TL,28000
9196,Karabağlar,2+1,28.000 TL,28000
9197,Konak,2+1,29.000 TL,29000
9198,Karabağlar,3+1,29.000 TL,29000
9199,Konak,3+1,28.000 TL,28000
9200,Karabağlar,1+1,28.000 TL,28000
9201,Karşıyaka,1+1,29.000 TL,29000
9202,Kemalpaşa,2+1,28.000 TL,28000
9203,Seferihisar,2+1,28.000 TL,28000
9204,Karşıyaka,2+1,29.000 TL,29000
9205,Karşıyaka,1+1,29.000 TL,29000
9206,Buca,2+1,28.500 TL,28500
9207,Bergama,3+1,29.000 TL,29000
9208,Buca,2+1,29.000 TL,29000
9209,Karşıyaka,3+1,28.000 TL,28000
9210,Karabağlar,2+1,28.000 TL,28000
9211,Balçova,3+1,28.500 TL,28500
9212,Çiğli,3+1,29.000 TL,29000
9213,Menemen,3+1,28.500 TL,28500
9214,Çiğli,1+1,29.000 TL,29000
9215,Karşıyaka,2+1,28.500 TL,28500
9216,Karabağlar,3+1,29.000 TL,29000
9217,Bornova,3+1,29.000 TL,29000
9218,Menemen,3+1,28.000 TL,28000
9219,Karşıyaka,1+1,29.000 TL,29000
9220,Bornova,Stüdyo (1+0),28.000 TL,28000
9221,Karşıyaka,2+1,28.000 TL,28000
9222,Buca,2+1,28.000 TL,28000
9223,Menemen,2+1,28.000 TL,28000
9224,Buca,3+1,28.000 TL,28000
9225,Karşıyaka,3+1,29.000 TL,29000
9226,Buca,3+1,28.000 TL,28000
9227,Gaziemir,1+1,29.000 TL,29000
9228,Bornova,1+1,28.000 TL,28000
9229,Çiğli,2+1,29.000 TL,29000
9230,Torbalı,3+1,29.000 TL,29000
9231,Karabağlar,2+1,28.000 TL,28000
9232,Karşıyaka,3+1,28.000 TL,28000
9233,Çiğli,1+1,28.000 TL,28000
9234,Tire,2+1,28.500 TL,28500
9235,Çiğli,2+1,29.000 TL,29000
9236,Çiğli,1+1,28.000 TL,28000
9237,Konak,2+1,28.500 TL,28500
9238,Bayraklı,2+1,28.500 TL,28500
9239,Torbalı,1+1,29.000 TL,29000
9240,Gaziemir,2+1,29.000 TL,29000
9241,Konak,2+1,29.000 TL,29000
9242,Bayraklı,2+1,28.000 TL,28000
9243,Bornova,1+1,28.000 TL,28000
9244,Karşıyaka,2+1,28.000 TL,28000
9245,Buca,1+1,28.000 TL,28000
9246,Buca,3+1,29.000 TL,29000
9247,Karşıyaka,3+1,29.000 TL,29000
9248,Karşıyaka,2+1,28.000 TL,28000
9249,Buca,2+1,28.000 TL,28000
9250,Karabağlar,2+1,28.000 TL,28000
9251,Buca,1+1,29.000 TL,29000
9252,Konak,3+1,28.000 TL,28000
9253,Karşıyaka,3+1,28.000 TL,28000
9254,Karşıyaka,3+1,28.000 TL,28000
9255,Aliağa,3+1,29.000 TL,29000
9256,Bayraklı,3+1,28.500 TL,28500
9257,Bornova,2+1,29.000 TL,29000
9258,Konak,3+1,28.000 TL,28000
9259,Konak,3+1,28.000 TL,28000
9260,Karşıyaka,3+1,28.000 TL,28000
9261,Buca,3+1,29.000 TL,29000
9262,Bornova,2+1,29.000 TL,29000
9263,Buca,1+1,28.500 TL,28500
9264,Gaziemir,2+1,28.000 TL,28000
9265,Urla,1+1,29.000 TL,29000
9266,Aliağa,1+1,28.000 TL,28000
9267,Menemen,3+1,29.000 TL,29000
9268,Narlıdere,2+1,28.000 TL,28000
9269,Torbalı,2+1,29.000 TL,29000
9270,Karşıyaka,1+1,28.000 TL,28000
9271,Aliağa,3+1,28.000 TL,28000
9272,Çiğli,2+1,28.000 TL,28000
9273,Menemen,3+1,28.500 TL,28500
9274,Buca,2+1,28.000 TL,28000
9275,Çiğli,2+1,28.000 TL,28000
9276,Buca,3+1,28.000 TL,28000
9277,Konak,1+1,28.000 TL,28000
9278,Konak,3+1,28.500 TL,28500
9279,Torbalı,3+1,29.000 TL,29000
9280,Konak,3+1,29.000 TL,29000
9281,Menemen,2+1,28.000 TL,28000
9282,Seferihisar,2+1,28.000 TL,28000
9283,Bayraklı,3+1,28.000 TL,28000
9284,Seferihisar,2+1,29.000 TL,29000
9285,Buca,3+1,29.000 TL,29000
9286,Karşıyaka,2+1,28.000 TL,28000
9287,Aliağa,3+1,28.000 TL,28000
9288,Bayraklı,3+1,28.000 TL,28000
9289,Karabağlar,3+1,28.000 TL,28000
9290,Karşıyaka,3+1,28.500 TL,28500
9291,Bornova,3+1,29.000 TL,29000
9292,Buca,2+1,28.000 TL,28000
9293,Karabağlar,3+1,28.000 TL,28000
9294,Torbalı,3+1,28.000 TL,28000
9295,Karabağlar,3+1,29.000 TL,29000
9296,Karabağlar,2+1,28.000 TL,28000
9297,Menderes,2+1,29.000 TL,29000
9298,Konak,3+1,28.000 TL,28000
9299,Menemen,2+1,28.000 TL,28000
9300,Menemen,3+1,28.000 TL,28000
9301,Bayraklı,2+1,28.000 TL,28000
9302,Menemen,2+1,28.000 TL,28000
9303,Menemen,2+1,29.000 TL,29000
9304,Bayraklı,3+1,28.000 TL,28000
9305,Urla,1+1,28.000 TL,28000
9306,Karşıyaka,3+1,28.000 TL,28000
9307,Bornova,1+1,29.000 TL,29000
9308,Karşıyaka,3+1,28.000 TL,28000
9309,Menemen,3+1,29.000 TL,29000
9310,Bornova,1+1,28.000 TL,28000
9311,Buca,2+1,29.000 TL,29000
9312,Buca,2+1,28.000 TL,28000
9313,Balçova,2+1,28.000 TL,28000
9314,Seferihisar,2+1,29.000 TL,29000
9315,Torbalı,2+1,28.000 TL,28000
9316,Karşıyaka,2+1,29.000 TL,29000
9317,Bornova,3+1,28.000 TL,28000
9318,Bornova,1+1,28.000 TL,28000
9319,Bayraklı,2+1,28.000 TL,28000
9320,Seferihisar,2+1,29.000 TL,29000
9321,Menemen,3+1,28.000 TL,28000
9322,Gaziemir,3+1,28.500 TL,28500
9323,Bornova,2+1,28.000 TL,28000
9324,Tire,3+1,29.000 TL,29000
9325,Seferihisar,2+1,29.000 TL,29000
9326,Karşıyaka,2+1,29.000 TL,29000
9327,Buca,1+1,29.000 TL,29000
9328,Çiğli,3+1,28.000 TL,28000
9329,Karabağlar,2+1,28.000 TL,28000
9330,Karabağlar,2+1,29.000 TL,29000
9331,Bayraklı,1+1,28.000 TL,28000
9332,Karşıyaka,2+1,28.000 TL,28000
9333,Seferihisar,2+1,28.000 TL,28000
9334,Buca,2+1,28.000 TL,28000
9335,Karşıyaka,3+1,29.000 TL,29000
9336,Konak,2+1,28.000 TL,28000
9337,Çiğli,2+1,28.000 TL,28000
9338,Menemen,3+1,28.000 TL,28000
9339,Urla,1+1,28.000 TL,28000
9340,Karşıyaka,1+1,28.000 TL,28000
9341,Menderes,2+1,28.000 TL,28000
9342,Karşıyaka,3+1,28.000 TL,28000
9343,Ödemiş,3+1,29.000 TL,29000
9344,Çiğli,2+1,29.000 TL,29000
9345,Bayraklı,2+1,28.000 TL,28000
9346,Çiğli,1+1,28.500 TL,28500
9347,Selçuk,2+1,28.000 TL,28000
9348,Urla,1+1,28.000 TL,28000
9349,Konak,2+1,28.000 TL,28000
9350,Seferihisar,3+1,28.000 TL,28000
9351,Buca,3+1,29.000 TL,29000
9352,Karabağlar,3+1,29.000 TL,29000
9353,Karşıyaka,3+1,28.000 TL,28000
9354,Torbalı,3+1,28.000 TL,28000
9355,Buca,2+1,28.000 TL,28000
9356,Karşıyaka,3+1,28.000 TL,28000
9357,Karabağlar,3+1,28.000 TL,28000
9358,Çiğli,1+1,28.000 TL,28000
9359,Buca,3+1,29.000 TL,29000
9360,Seferihisar,2+1,28.000 TL,28000
9361,Urla,2+1,28.000 TL,28000
9362,Buca,2+1,29.000 TL,29000
9363,Karşıyaka,2+1,28.000 TL,28000
9364,Karşıyaka,1+1,28.000 TL,28000
9365,Bornova,1+1,29.000 TL,29000
9366,Karşıyaka,2+1,29.000 TL,29000
9367,Selçuk,2+1,28.000 TL,28000
9368,Buca,3+1,28.000 TL,28000
9369,Karşıyaka,1+1,28.500 TL,28500
9370,Karşıyaka,2+1,29.000 TL,29000
9371,Tire,2+1,29.000 TL,29000
9372,Foça,2+1,28.000 TL,28000
9373,Bayraklı,3+1,29.000 TL,29000
9374,Narlıdere,3+1,28.000 TL,28000
9375,Bornova,1+1,28.000 TL,28000
9376,Konak,2+1,28.000 TL,28000
9377,Karşıyaka,1+1,28.000 TL,28000
9378,Karşıyaka,3+1,29.000 TL,29000
9379,Karabağlar,3+1,28.000 TL,28000
9380,Gaziemir,1+1,29.000 TL,29000
9381,Bornova,1+1,29.000 TL,29000
9382,Bornova,3+1,28.500 TL,28500
9383,Bornova,1+1,29.000 TL,29000
9384,Buca,3+1,28.000 TL,28000
9385,Buca,2+1,28.000 TL,28000
9386,Menemen,2+1,28.500 TL,28500
9387,Buca,2+1,28.000 TL,28000
9388,Buca,1+1,28.000 TL,28000
9389,Buca,2+1,29.000 TL,29000
9390,Buca,4+1,28.000 TL,28000
9391,Aliağa,2+1,29.000 TL,29000
9392,Urla,1+1,28.000 TL,28000
9393,Bayraklı,3+1,29.000 TL,29000
9394,Konak,1+1,28.000 TL,28000
9395,Bornova,1+1,29.000 TL,29000
9396,Karabağlar,3+1,28.000 TL,28000
9397,Menemen,2+1,28.000 TL,28000
9398,Tire,3+1,28.500 TL,28500
9399,Dikili,2+1,28.000 TL,28000
9400,Karabağlar,3+1,28.250 TL,28250
9401,Karabağlar,2+1,29.000 TL,29000
9402,Buca,2+1,29.000 TL,29000
9403,Menemen,2+1,28.000 TL,28000
9404,Gaziemir,2+1,29.000 TL,29000
9405,Buca,3+1,28.000 TL,28000
9406,Karabağlar,3+1,29.000 TL,29000
9407,Menemen,2+1,28.500 TL,28500
9408,Bornova,1+1,28.000 TL,28000
9409,Gaziemir,3+1,28.000 TL,28000
9410,Karşıyaka,2+1,28.500 TL,28500
9411,Menemen,3+1,28.000 TL,28000
9412,Karşıyaka,2+1,28.000 TL,28000
9413,Güzelbahçe,Stüdyo (1+0),29.000 TL,29000
9414,Çiğli,1+1,28.500 TL,28500
9415,Torbalı,3+1,29.000 TL,29000
9416,Karşıyaka,3+1,28.000 TL,28000
9417,Çiğli,2+1,28.000 TL,28000
9418,Buca,2+1,29.000 TL,29000
9419,Karşıyaka,2+1,29.000 TL,29000
9420,Buca,2+1,28.000 TL,28000
9421,Balçova,3+1,28.000 TL,28000
9422,Konak,3+1,28.500 TL,28500
9423,Buca,3+1,29.000 TL,29000
9424,Karabağlar,3+1,28.500 TL,28500
9425,Karabağlar,2+1,28.000 TL,28000
9426,Kemalpaşa,3+1,29.000 TL,29000
9427,Buca,1+1,29.000 TL,29000
9428,Balçova,2+1,28.000 TL,28000
9429,Buca,3+1,29.000 TL,29000
9430,Buca,3+1,28.000 TL,28000
9431,Karşıyaka,2+1,29.000 TL,29000
9432,Konak,3+1,29.000 TL,29000
9433,Bornova,1+1,28.000 TL,28000
9434,Buca,3+1,28.000 TL,28000
9435,Karşıyaka,2+1,29.000 TL,29000
9436,Torbalı,3+1,28.000 TL,28000
9437,Menemen,2+1,29.000 TL,29000
9438,Çiğli,2+1,29.000 TL,29000
9439,Karşıyaka,3+1,28.000 TL,28000
9440,Karşıyaka,2+1,28.000 TL,28000
9441,Karşıyaka,2+1,28.500 TL,28500
9442,Buca,3+1,28.000 TL,28000
9443,Bayraklı,3+1,29.000 TL,29000
9444,Karşıyaka,3+1,28.000 TL,28000
9445,Buca,3+1,28.000 TL,28000
9446,Menemen,2+1,28.500 TL,28500
9447,Bayraklı,2+1,28.000 TL,28000
9448,Balçova,2+1,29.000 TL,29000
9449,Karabağlar,2+1,28.000 TL,28000
9450,Karabağlar,2+1,29.000 TL,29000
9451,Çiğli,3+1,28.500 TL,28500
9452,Seferihisar,2+1,28.750 TL,28750
9453,Balçova,2+1,28.000 TL,28000
9454,Torbalı,3+1,28.000 TL,28000
9455,Bornova,1+1,29.000 TL,29000
9456,Karaburun,2+1,29.000 TL,29000
9457,Karşıyaka,2+1,28.000 TL,28000
9458,Bornova,2+1,28.000 TL,28000
9459,Karabağlar,2.5+1,28.000 TL,28000
9460,Karşıyaka,2+1,28.000 TL,28000
9461,Bornova,Stüdyo (1+0),28.000 TL,28000
9462,Karşıyaka,2+1,29.000 TL,29000
9463,Bornova,Stüdyo (1+0),29.000 TL,29000
9464,Torbalı,3+1,27.999 TL,27999
9465,Bayraklı,3+1,28.500 TL,28500
9466,Kemalpaşa,3+1,28.000 TL,28000
9467,Dikili,2+1,28.000 TL,28000
9468,Çiğli,2+1,28.000 TL,28000
9469,Çiğli,1+1,28.000 TL,28000
9470,Karaburun,1+1,28.000 TL,28000
9471,Bornova,1+1,29.000 TL,29000
9472,Gaziemir,3+1,29.000 TL,29000
9473,Torbalı,2+1,28.000 TL,28000
9474,Karabağlar,2+1,28.000 TL,28000
9475,Karşıyaka,1+1,29.000 TL,29000
9476,Gaziemir,2+1,28.500 TL,28500
9477,Karşıyaka,3+1,28.000 TL,28000
9478,Foça,3+1,28.000 TL,28000
9479,Bergama,4+1,28.000 TL,28000
9480,Konak,2+1,28.000 TL,28000
9481,Karşıyaka,2+1,28.000 TL,28000
9482,Buca,3+1,29.000 TL,29000
9483,Konak,3+1,28.000 TL,28000
